005.zip	005
ad5mowowe.zip	Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 1)
ad5mowowf.zip	Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 1)
ad5mowowg.zip	Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 2)
ad5mowowh.zip	Monopoly Wheel Of Wealth (PR2389, MAZPWWBU) (Mazooma) (Adder 5)
ad5mowowi.zip	Monopoly Wheel Of Wealth (PR2365, MAZPMWOW) (Mazooma) (Adder 5)
ad5mowowj.zip	Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 1)
ad5mowowk.zip	Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 2)
ad5mowowl.zip	Monopoly Wheel Of Wealth (PR2365, MAZNBPFP) (Mazooma) (Adder 5) (set 2)
ad5mowowm.zip	Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 2)
ad5mr2r.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 1)
ad5mr2ra.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 2)
ad5mr2rb.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 3)
ad5mr2rc.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 4)
ad5mr2rd.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 5)
ad5mr2re.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 6)
ad5mr2rf.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 7)
ad5mr2rg.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 8)
ad5mr2rh.zip	Monopoly Road To Riches (Mazooma) (Adder 5) (set 9)
ad5mww.zip	Random Monopoly Wonders Of The World (PR2284) (Mazooma) (Adder 5)
ad5mwwa.zip	Random Monopoly Wonders Of The World (PR2291) (Mazooma) (Adder 5)
ad5pking.zip	Poker King (Bellfruit) (Adder 5) (set 1)
ad5pkinga.zip	Poker King (Bellfruit) (Adder 5) (set 2)
ad5pp.zip	Pink Panther (PR2283, QPSNPINK) (Mazooma) (Adder 5) (set 1)
ad5ppa.zip	Pink Panther (PR2283, QPSNPINK) (Mazooma) (Adder 5) (set 2)
ad5ppb.zip	Pink Panther (PR2267, MAZNPINK) (Mazooma) (Adder 5) (set 1)
ad5ppbtb.zip	Pink Panther Break The Bank (PR2304, QPSNPPBB) (Qps) (Adder 5) (set 1)
ad5ppbtba.zip	Pink Panther Break The Bank (PR2304, QPSNPPBB) (Qps) (Adder 5) (set 2)
ad5ppbtbb.zip	Pink Panther Break The Bank (PR2304, QPSPPPBB) (Qps) (Adder 5) (set 1)
ad5ppbtbc.zip	Pink Panther Break The Bank (PR2304, QPSPPPBB) (Qps) (Adder 5) (set 2)
ad5ppc.zip	Pink Panther (PR2267, MAZNPINK) (Mazooma) (Adder 5) (set 2)
ad5ppd.zip	Pink Panther (MAZNPINK) (Mazooma) (Adder 5) (set 1)
ad5ppe.zip	Pink Panther (MAZNPINK) (Mazooma) (Adder 5) (set 2)
ad5ppf.zip	Pink Panther (PR2283, QPSPPINK) (Mazooma) (Adder 5) (set 1)
ad5ppg.zip	Pink Panther (PR2283, QPSPPINK) (Mazooma) (Adder 5) (set 2)
ad5pph.zip	Pink Panther (PR2267, MAZPPINK) (Mazooma) (Adder 5)
ad5ppi.zip	Pink Panther (MAZPPINK) (Mazooma) (Adder 5) (set 1)
ad5ppj.zip	Pink Panther (MAZPPINK) (Mazooma) (Adder 5) (set 2)
ad5rapid.zip	Rapid Pay (Bellfruit) (Adder 5) (set 1)
ad5rapida.zip	Rapid Pay (Bellfruit) (Adder 5) (set 2)
ad5rcash.zip	Reel Cash (Mazooma) (Adder 5) (set 1)
ad5rcasha.zip	Reel Cash (Mazooma) (Adder 5) (set 2)
ad5rroul.zip	Reel Roulette (QPSNRLRO) (Mazooma) (Adder 5)
ad5rroula.zip	Reel Roulette (QPSPRLRO) (Mazooma) (Adder 5)
ad5rroulb.zip	Reel Roulette (MAZNRERO) (Mazooma) (Adder 5)
ad5rroulc.zip	Reel Roulette (MAZPRERO) (Mazooma) (Adder 5)
ad5rsclb.zip	Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)
ad5rsclba.zip	Random Spinner Club (PR1826, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)
ad5rsclbb.zip	Random Spinner Club (PR1826, BFGNRNDN) (Bellfruit) (Adder 5) (set 2)
ad5rsclbc.zip	Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 2)
ad5rsclbd.zip	Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 3)
ad5rsclbe.zip	Random Spinner Club (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 4)
ad5rsclbf.zip	Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 1)
ad5rsclbg.zip	Random Spinner Club (PR1826, BFGPRNDN) (Bellfruit) (Adder 5) (set 1)
ad5rsclbh.zip	Random Spinner Club (PR1826, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)
ad5rsclbi.zip	Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)
ad5rsclbj.zip	Random Spinner Club (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 3)
ad5rsnw.zip	Random Spin 'n' Win (PR2226, MAZNRNDN) (Mazooma) (Adder 5) (set 1)
ad5rsnwa.zip	Random Spin 'n' Win (PR2226, MAZNRNDN) (Mazooma) (Adder 5) (set 2)
ad5rsnwb.zip	Random Spin 'n' Win (PR2226, MAZPRNDN) (Mazooma) (Adder 5) (set 1)
ad5rsnwc.zip	Random Spin 'n' Win (PR2226, MAZPRNDN) (Mazooma) (Adder 5) (set 2)
ad5rspin.zip	Random Spinner (PR1669, BFGNRNDN) (Bellfruit) (Adder 5) (set 1)
ad5rspinb.zip	Random Spinner (PR1669, BFGPRNDN) (Bellfruit) (Adder 5) (set 2)
ad5rspinc.zip	Random Spinner (Bellfruit) (Adder 5) (set 1)
ad5rsrm.zip	Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 1)
ad5rsrma.zip	Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 2)
ad5rsrr.zip	Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 3)
ad5rsrra.zip	Ronnie O'Sullivan's Rocket Money (Bellfruit) (Adder 5) (set 4)
ad5rwclb.zip	Random Winner Club (PR1756, BFGNRWSX) (Bellfruit) (Adder 5) (set 1)
ad5rwclba.zip	Random Winner Club (PR1756, BFGNRWSX) (Bellfruit) (Adder 5) (set 2)
ad5rwclbb.zip	Random Winner Club (PR1756, BFGPRWSX) (Bellfruit) (Adder 5) (set 1)
ad5rwclbc.zip	Random Winner Club (PR1756, BFGPRWSX) (Bellfruit) (Adder 5) (set 2)
ad5rwclbd.zip	Random Winner Club (PR1757, BFGPRWCL) (Bellfruit) (Adder 5)
ad5rwclbe.zip	Random Winner Club (PR1757, BFGNRWCL) (Bellfruit) (Adder 5)
ad5sslam.zip	Super Slam (Bellfruit) (Adder 5) (set 1)
ad5sslama.zip	Super Slam (Bellfruit) (Adder 5) (set 2)
ad5sslamb.zip	Super Slam (Bellfruit) (Adder 5) (set 3)
ad5sslamc.zip	Super Slam (Bellfruit) (Adder 5) (set 4)
ad5sslamd.zip	Super Slam (Bellfruit) (Adder 5) (set 5)
ad5sslame.zip	Super Slam (Bellfruit) (Adder 5) (set 6)
ad5sslamf.zip	Super Slam (Bellfruit) (Adder 5) (set 7)
ad5tornc.zip	Tornado Club (PR1629, 5.5, rv 8, BFGNTORD) (Bellfruit) (Adder 5)
ad5tornca.zip	Tornado Club (PR1629, 5.8, rv 7, BFGNTORD) (Bellfruit) (Adder 5)
ad5torncb.zip	Tornado Club (PR1629, 5.5, rv 8, BFGPTORD) (Bellfruit) (Adder 5)
ad5torncc.zip	Tornado Club (PR1629, 5.8, rv 7, BFGPTORD) (Bellfruit) (Adder 5)
ad5torncd.zip	Tornado Club (PR1627, 0.1, rv 1, BFGPTORN) (Bellfruit) (Adder 5)
ad5tornce.zip	Tornado Club (PR1627, 0.1, rv 1, BFGNTORN) (Bellfruit) (Adder 5)
ad5vlv.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 1)
ad5vlvb.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 2)
ad5vlvc.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 3)
ad5vlvd.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 4)
ad5vlve.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 5)
ad5vlvf.zip	Viva Las Vegas (Bellfruit) (Adder 5) (set 6)
ad5vpa.zip	Video Poker Ace (Bellfruit) (Adder 5) (set 1)
ad5vpaa.zip	Video Poker Ace (Bellfruit) (Adder 5) (set 2)
ad5vpab.zip	Video Poker Ace (Bellfruit) (Adder 5) (set 3)
ad5vpac.zip	Video Poker Ace (Bellfruit) (Adder 5) (set 4)
adders.zip	Adders and Ladders (v2.0)
adillor.zip	Armadillo Racing (Rev. AM1 Ver.A)
adonis.zip	Adonis (A - 25-05-98, NSW/ACT)
adults.zip	Adults Only (Russia) (Extrema)
aerfboo2.zip	Aero Fighters (bootleg set 2)
aerfboot.zip	Aero Fighters (bootleg set 1)
aeroboto.zip	Aeroboto
aerofgt.zip	Aero Fighters
aerofgtb.zip	Aero Fighters (Turbo Force hardware set 1)
aerofgtc.zip	Aero Fighters (Turbo Force hardware set 2)
aerofgts.zip	Aero Fighters Special (Taiwan)
aerolitos.zip	Aerolitos (Spanish bootleg of Asteroids)
afighter.zip	Action Fighter (FD1089A 317-0018)
afightera.zip	Action Fighter (unprotected)
afire.zip	Astro Fire
afm_10.zip	Attack From Mars (1.0)
afm_11.zip	Attack From Mars (1.1)
afm_113.zip	Attack From Mars (1.13, Free play)
afm_113b.zip	Attack From Mars (1.13b)
afm_11u.zip	Attack From Mars (1.1 Ultrapin)
aftor.zip	Af-Tor
afv_l4.zip	Addams Family Values (Coin Dropper L-4)
agallet.zip	Air Gallet
agalleth.zip	Air Gallet (Hong Kong)
agalletj.zip	Air Gallet (Japan)
agalletk.zip	Air Gallet (Korea)
agallett.zip	Air Gallet (Taiwan)
agalletu.zip	Air Gallet (USA)
agent777.zip	Agents 777
agentx1.zip	Agent X (prototype, rev 1)
agentx2.zip	Agent X (prototype, rev 2)
agentx3.zip	Agent X (prototype, rev 3)
agentx4.zip	Agent X (prototype, rev 4)
agress.zip	Agress
agressb.zip	Agress (English bootleg)
agsoccer.zip	A.G. Soccer Ball
ainferno.zip	Air Inferno (US)
ainfernoj.zip	Air Inferno (Japan)
airass.zip	Air Assault (World)
airattck.zip	Air Attack (set 1)
airattcka.zip	Air Attack (set 2)
airbustj.zip	Air Buster (Japan)
airbustr.zip	Air Buster
airbustrb.zip	Air Buster: Trouble Specialty Raid Unit (bootleg)
airbustrj.zip	Air Buster: Trouble Specialty Raid Unit (Japan)
airco22b.zip	Air Combat 22 (Rev. ACS1 Ver.B)
aircomb.zip	Air Combat (US)
aircombj.zip	Air Combat (Japan)
aircombu.zip	Air Combat (US)
airduel.zip	Air Duel (Japan)
airlbios.zip	Naomi Airline Pilots Deluxe Bios
airrace.zip	Air Race (prototype)
airraid.zip	Air Raid (encrypted)
airtrix.zip	Air Trix
airwolf.zip	Airwolf
airwolfa.zip	Airwolf (US)
ajax.zip	Ajax
ajaxj.zip	Ajax (Japan)
akamaru.zip	Panel & Variety Akamaru Q Jousyou Dont-R
aking.zip	Angler King (AG1 Ver. A)
akiss.zip	Mahjong Angel Kiss
akkanvdr.zip	Akkanvader (Japan)
akumajou.zip	Akuma-Jou Dracula (Japan version P)
akumajoun.zip	Akuma-Jou Dracula (Japan version N)
aladbl.zip	Aladdin (bootleg of Japanese Megadrive version)
aladmdb.zip	Aladdin (bootleg of Japanese Megadrive version)
albatross.zip	Albatross (US Prototype?)
alcapone.zip	Al Capone
alcat_l7.zip	Alley Cats (Shuffle) (L-7)
alcon.zip	Alcon
aleck64.zip	Aleck64 PIF BIOS
alexkidd.zip	Alex Kidd: The Lost Stars (set 2, unprotected)
alexkidd1.zip	Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021)
alg_bios.zip	American Laser Games BIOS
algar_l1.zip	Algar (L-1)
ali.zip	Ali
alibaba.zip	Ali Baba and 40 Thieves
alibabab.zip	Mustafa and 40 Thieves (bootleg)
alien.zip	Alien: The Arcade Medal Edition
alien3.zip	Alien3: The Gun
alien3u.zip	Alien3: The Gun (US)
alienar.zip	Alien Arena
alienaru.zip	Alien Arena (Stargate upgrade)
aliencha.zip	Alien Challenge (World)
alienchac.zip	Alien Challenge (China)
aliencr.zip	Alien Crush
alienfnt.zip	Alien Front (Rev T)
alienfnta.zip	Alien Front (Rev A)
alieninv.zip	Alien Invasion Part II
alieninvp2.zip	Alien Invasion Part II
aliens.zip	Aliens (World set 1)
aliens2.zip	Aliens (World set 2)
aliens3.zip	Aliens (World set 3)
aliensa.zip	Aliens (Asia)
aliensec.zip	Alien Sector
aliensj.zip	Aliens (Japan)
aliensj2.zip	Aliens (Japan set 2)
alienstr.zip	Alien Star
aliensu.zip	Aliens (US)
aliensya.zip	Alien Syndrome (set 2)
aliensyb.zip	Alien Syndrome (set 3)
aliensyj.zip	Alien Syndrome (Japan)
aliensyn.zip	Alien Syndrome (set 1)
aliensyn2.zip	Alien Syndrome (set 2, System 16A, FD1089A 317-0033)
aliensyn3.zip	Alien Syndrome (set 3, System 16B, FD1089A 317-0033)
aliensyn5.zip	Alien Syndrome (set 5, System 16A, FD1089B 317-0037)
aliensyn7.zip	Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx)
aliensynj.zip	Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033)
aliensynjo.zip	Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033)
aligator.zip	Alligator Hunt
aligatorun.zip	Alligator Hunt (unprotected)
aligatun.zip	Alligator Hunt (unprotected)
alinvade.zip	Alien Invaders
alleymas.zip	Alley Master
allied.zip	Allied System
alpha1v.zip	Alpha One (Vision Electronics / Kyle Hodgetts)
alphaho.zip	Alpha Fighter - Head On
alpham2.zip	Alpha Mission II / ASO II - Last Guardian
alpham2p.zip	Alpha Mission II / ASO II - Last Guardian (prototype)
alphamis.zip	Alpha Mission
alphaona.zip	Alpha One (prototype, 5 lives)
alphaone.zip	Alpha One (prototype, 3 lives)
alphaonea.zip	Alpha One (prototype, 5 lives)
alphaxz.zip	The Alphax Z (Japan)
alpilota.zip	Airline Pilots (Rev A)
alpiltdx.zip	Airline Pilots Deluxe (Rev B)
alpine.zip	Alpine Ski (set 1)
alpinea.zip	Alpine Ski (set 2)
alpinerc.zip	Alpine Racer (Rev. AR2 Ver.C)
alpinerd.zip	Alpine Racer (Rev. AR2 Ver.D)
alpinesa.zip	Alpine Surfer (Rev. AF2 Ver.A)
alpinr2a.zip	Alpine Racer 2 (Rev. ARS2 Ver.A)
alpinr2b.zip	Alpine Racer 2 (Rev. ARS2 Ver.B)
alpok_f6.zip	Alien Poker (L-6 French speech)
alpok_l2.zip	Alien Poker (L-2)
alpok_l6.zip	Alien Poker (L-6)
altair.zip	Altair
altbeas2.zip	Altered Beast (Version 2)
altbeast.zip	Altered Beast (Version 1)
altbeast2.zip	Altered Beast (set 2, MC-8123B 317-0066)
altbeast4.zip	Altered Beast (set 4, MC-8123B 317-0066)
altbeast5.zip	Altered Beast (set 6, 8751 317-0076)
altbeast6.zip	Altered Beast (set 6, 8751 317-0076)
altbeastbl.zip	Altered Beast (Datsu bootleg)
altbeastj.zip	Juuouki (set 7, Japan, 8751 317-0077)
altbeastj1.zip	Juuouki (set 1, Japan, FD1094 317-0065)
altbeastj2.zip	Juuouki (set 5, Japan, FD1094 317-0069)
altbeastj3.zip	Juuouki (set 3, Japan, FD1094 317-0068)
am_mg24.zip	Multi Game I (V.Ger 2.4)
am_mg3.zip	Multi Game III (V.Ger 3.5)
am_mg31i.zip	Multi Game III (S.Ita 3.1)
am_mg33i.zip	Multi Game III (S.Ita 3.3)
am_mg34i.zip	Multi Game III (S.Ita 3.4)
am_mg35i.zip	Multi Game III (S.Ita 3.5)
am_mg3a.zip	Multi Game III (V.Ger 3.64)
am_uslot.zip	Amatic Unknown Slots Game
amatelas.zip	Sei Senshi Amatelass
amazon.zip	Soldier Girl Amazon
amazonh.zip	Amazon Hunt
ambush.zip	Ambush
ambushh.zip	Ambush (hack?)
ambushj.zip	Ambush (Japan)
ambusht.zip	Ambush (Tecfri)
ambushv.zip	Ambush (Volt Electronics)
amclink.zip	Amcoe Link Control Box (Version 2.2)
amerdart.zip	AmeriDarts
amerdart2.zip	AmeriDarts (set 2)
amerdart3.zip	AmeriDarts (set 3)
america.zip	America 1492
americna.zip	Americana (9131-00)
amidar.zip	Amidar
amidar1.zip	Amidar (older)
amidarb.zip	Amidar (bootleg)
amidaro.zip	Amidar (Olympia)
amidars.zip	Amidar (Scramble hardware)
amidaru.zip	Amidar (Stern)
amigo.zip	Amigo
ampkr228.zip	American Poker II (iamp2 v28)
ampkr2b1.zip	American Poker II (bootleg, set 1)
ampkr2b2.zip	American Poker II (bootleg, set 2)
ampkr2b3.zip	American Poker II (bootleg, set 3)
ampkr2b4.zip	American Poker II (bootleg, set 4)
ampkr95.zip	American Poker 95
ampoker2.zip	American Poker II
amspdwy.zip	American Speedway (set 1)
amspdwya.zip	American Speedway (set 2)
amusco.zip	American Music Poker (V1.4)
amuse.zip	Amuse (Version 50.08 IBA)
amuse1.zip	Amuse (Version 30.08 IBA)
ancienta.zip	Ancient Atlantis (set 1)
ancientaa.zip	Ancient Atlantis (set 2)
ancientab.zip	Ancient Atlantis (set 3)
ancientac.zip	Ancient Atlantis (set 4)
ancientad.zip	Ancient Atlantis (set 5)
andretti.zip	Mario Andretti
andretti4.zip	Mario Andretti (rev.T4)
androdun.zip	Andro Dunos
andromed.zip	Andromeda (Japan[Q])
andromep.zip	Andromeda (set 1)
andromepa.zip	Andromeda (set 2)
angelkds.zip	Angel Kids (Japan)
anibonus.zip	Animal Bonus (Version 1.8E Dual)
anibonusb1.zip	Animal Bonus (Version 1.7R, set 1)
anibonusb2.zip	Animal Bonus (Version 1.7LT, set 1)
anibonusd1.zip	Animal Bonus (Version 1.7R, set 2)
anibonusd2.zip	Animal Bonus (Version 1.7LT, set 2)
anibonuso.zip	Animal Bonus (Version 1.5)
anibonuso2.zip	Animal Bonus (Version 1.4, set 1)
anibonuso3.zip	Animal Bonus (Version 1.4, set 2)
anibonusv1.zip	Animal Bonus (Version 1.8R Dual)
anibonusv2.zip	Animal Bonus (Version 1.8LT Dual)
anibonusxo.zip	Animal Bonus (Version 1.50XT)
anibonusxo2.zip	Animal Bonus (Version 1.40XT, set 1)
anibonusxo3.zip	Animal Bonus (Version 1.40XT, set 2)
animalc.zip	Animal Catch
animaljr.zip	Exciting Animal Land Jr. (USA)
animaljrj.zip	Waiwai Animal Land Jr. (Japan)
animaljrs.zip	Animalandia Jr. (Spanish)
anithunt.zip	Animal Treasure Hunt (Version 1.9R, set 1)
anithuntd1.zip	Animal Treasure Hunt (Version 1.9R, set 2)
anithunto.zip	Animal Treasure Hunt (Version 1.7)
anithunto2.zip	Animal Treasure Hunt (Version 1.5)
anithuntv1.zip	Animal Treasure Hunt (Version 1.9R Dual)
anmlbskt.zip	Animal Basket
antar.zip	Antar (set 1)
antar2.zip	Antar (set 2)
antcleo.zip	Antony and Cleopatra (10177211, Malaysia)
anteater.zip	Anteater
anteaterg.zip	Ameisenbaer (German)
anteateruk.zip	The Anteater (UK)
anteatg.zip	Ameisenbaer (German)
anteatgb.zip	The Anteater (UK)
antiairc.zip	Anti-Aircraft [TTL]
aodk.zip	Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku
aof.zip	Art of Fighting / Ryuuko no Ken
aof2.zip	Art of Fighting 2 / Ryuuko no Ken 2
aof2a.zip	Art of Fighting 2 / Ryuuko no Ken 2 (set 2)
aof3.zip	Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden
aof3k.zip	Art of Fighting 3 - The Path of the Warrior (Korean release)
aoh.zip	Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07)
apache3.zip	Apache 3
apache3a.zip	Apache 3 (Kana Corporation license)
apb.zip	APB - All Points Bulletin (rev 7)
apb1.zip	APB - All Points Bulletin (rev 1)
apb2.zip	APB - All Points Bulletin (rev 2)
apb3.zip	APB - All Points Bulletin (rev 3)
apb4.zip	APB - All Points Bulletin (rev 4)
apb5.zip	APB - All Points Bulletin (rev 5)
apb6.zip	APB - All Points Bulletin (rev 6)
apbf.zip	APB - All Points Bulletin (French)
apbg.zip	APB - All Points Bulletin (German)
aplatoon.zip	Platoon V.?.? US
apollo13.zip	Apollo 13 (5.01)
apollo13_10.zip	Apollo 13 (1.00)
aponow.zip	Apocaljpse Now
apparel.zip	Apparel Night (Japan 860929)
apple10.zip	Apple 10 (Ver 1.21)
appoooh.zip	Appoooh
aquajack.zip	Aqua Jack (World)
aquajackj.zip	Aqua Jack (Japan)
aquajacku.zip	Aqua Jack (US)
aquajckj.zip	Aqua Jack (Japan)
aquajet.zip	Aqua Jet (Rev. AJ2 Ver.B)
aqualand.zip	Aqualand
aquarium.zip	Aquarium (Japan)
aquarush.zip	Aqua Rush (AQ1-VER.A)
ar_airh.zip	SportTime Table Hockey (Arcadia, set 1, V 2.1)
ar_airh2.zip	SportTime Table Hockey (Arcadia, set 2)
ar_argh.zip	Aaargh (Arcadia)
ar_bios.zip	Arcadia System BIOS
ar_blast.zip	Blastaball (Arcadia, V 2.1)
ar_bowl.zip	SportTime Bowling (Arcadia, V 2.1)
ar_dart.zip	World Darts (Arcadia, set 1, V 2.1)
ar_dart2.zip	World Darts (Arcadia, set 2)
ar_dlta.zip	Delta Command (Arcadia)
ar_fast.zip	Magic Johnson's Fast Break (Arcadia, V 2.8)
ar_fasta.zip	Magic Johnson's Fast Break (Arcadia, V 2.7)
ar_ldrb.zip	Leader Board (Arcadia, V 2.4?)
ar_ldrba.zip	Leader Board (Arcadia, V 2.5)
ar_ldrbb.zip	Leader Board (Arcadia, set 3)
ar_ninj.zip	Ninja Mission (Arcadia, set 1, V 2.5)
ar_ninj2.zip	Ninja Mission (Arcadia, set 2)
ar_pm.zip	Pharaohs Match (Arcadia)
ar_rdwr.zip	RoadWars (Arcadia, V 2.3)
ar_sdwr.zip	Sidewinder (Arcadia, set 1, V 2.1)
ar_sdwr2.zip	Sidewinder (Arcadia, set 2)
ar_socc.zip	World Trophy Soccer (Arcadia, V 3.0)
ar_spot.zip	Spot (Arcadia)
ar_sprg.zip	Space Ranger (Arcadia, V 2.0)
ar_xeon.zip	Xenon (Arcadia, V 2.3)
arabfgt.zip	Arabian Fight
arabfgtj.zip	Arabian Fight (Japan)
arabfgtu.zip	Arabian Fight (US)
arabiamj.zip	Arabian Magic (Japan)
arabiamu.zip	Arabian Magic (US)
arabian.zip	Arabian
arabiana.zip	Arabian (Atari)
arabianm.zip	Arabian Magic (World)
arabianmj.zip	Arabian Magic (Ver 1.0J 1992/07/06)
arabianmu.zip	Arabian Magic (Ver 1.0A 1992/07/06)
arac6000.zip	Super Six Plus II English Mark Darts
aracnis.zip	Aracnis (bootleg of Scorpion on Moon Cresta hardware)
arbalest.zip	Arbalester
arcadecl.zip	Arcade Classics (prototype)
arcadia.zip	Waga Seishun no Arcadia
arcadian.zip	Arcadia (NMK)
archriv2.zip	Arch Rivals (rev 2.0)
archrivl.zip	Arch Rivals (rev 4.0)
archrivl2.zip	Arch Rivals (rev 2.0)
archrivla.zip	Arch Rivals (rev 2.0 5/03/89)
archrivlb.zip	Arch Rivals (rev 2.0 5/03/89, 8-way Joystick bootleg)
arctthnd.zip	Arctic Thunder (v1.002)
arctthndult.zip	Ultimate Arctic Thunder
arcwins.zip	Arctic Wins (4XF5227H03, USA)
area51.zip	Area 51
area51a.zip	Area 51 (Atari Games license)
area51mx.zip	Area 51 - Maximum Force Duo v2.0
area51t.zip	Area 51 (Time Warner license)
area88.zip	Area 88 (Japan)
area88r.zip	Area 88 (Japan Resale Ver.)
arena.zip	Arena
arescue.zip	Air Rescue
arescuej.zip	Air Rescue (Japan)
argus.zip	Argus
argusg.zip	Argus (Gottlieb, prototype)
arian.zip	Arian Mission
arist_l1.zip	Aristocrat (Shuffle) (L-1)
aristmk5.zip	MKV Set/Clear Chips (USA)
aristmk6.zip	Aristocrat MK6 Base (15011025, Malaysia)
ark1ball.zip	Arkanoid (bootleg with MCU, harder)
arkangc.zip	Arkanoid (Game Corporation bootleg)
arkangc2.zip	Arkanoid (Game Corporation bootleg, set 2)
arkanoid.zip	Arkanoid (World)
arkanoidj.zip	Arkanoid (Japan)
arkanoidja.zip	Arkanoid (Japan, older rev)
arkanoidjb.zip	Arkanoid (Japan, oldest rev)
arkanoidjbl.zip	Arkanoid (bootleg with MCU, set 1)
arkanoidjbl2.zip	Arkanoid (bootleg with MCU, set 2)
arkanoidu.zip	Arkanoid (US)
arkanoiduo.zip	Arkanoid (US, older)
arkarea.zip	Ark Area
arkatayt.zip	Arkanoid (Tayto bootleg, Japanese)
arkatour.zip	Tournament Arkanoid (US)
arkbl2.zip	Arkanoid (Japanese bootleg Set 2)
arkbl3.zip	Arkanoid (Japanese bootleg Set 3)
arkbloc2.zip	Block (Game Corporation bootleg)
arkbloc3.zip	Block (Game Corporation bootleg, set 3)
arkblock.zip	Block (bootleg, Japanese)
arkgcbl.zip	Arkanoid (bootleg on Block hardware, set 1)
arkgcbla.zip	Arkanoid (bootleg on Block hardware, set 2)
arkmcubl.zip	Arkanoid (bootleg with MCU)
arknid2j.zip	Arkanoid - Revenge of DOH (Japan)
arknid2u.zip	Arkanoid - Revenge of DOH (US)
arknoid2.zip	Arkanoid - Revenge of DOH (World)
arknoid2b.zip	Arkanoid - Revenge of DOH (Japan bootleg)
arknoid2j.zip	Arkanoid - Revenge of DOH (Japan)
arknoid2u.zip	Arkanoid - Revenge of DOH (US)
arknoidj.zip	Arkanoid (Japan, newer w/level select)
arknoidu.zip	Arkanoid (US)
arknoiuo.zip	Arkanoid (US, older)
arkretrn.zip	Arkanoid Returns (Japan)
arkretrnj.zip	Arkanoid Returns (Ver 2.02J 1997/02/10)
arkretrnu.zip	Arkanoid Returns (Ver 2.02A 1997/02/10)
arktayt2.zip	Arkanoid (Tayto bootleg, harder)
arlingtn.zip	Arlington Horse Racing (v1.21-D)
armchmp2.zip	Arm Champs II v2.6
armchmp2o.zip	Arm Champs II v1.7
armedf.zip	Armed Formation
armedff.zip	Armed Formation (Fillmore license)
armora.zip	Armor Attack
armorap.zip	Armor Attack (prototype)
armorar.zip	Armor Attack (Rock-ola)
armorca2.zip	Armored Car (set 2)
armorcar.zip	Armored Car (set 1)
armorcar2.zip	Armored Car (set 2)
armwar.zip	Armored Warriors (Euro 941011)
armwar1d.zip	Armored Warriors (Euro 941011 Phoenix Edition) (bootleg)
armwara.zip	Armored Warriors (Asia 940920)
armwarar1.zip	Armored Warriors (Asia 940920)
armwarr1.zip	Armored Warriors (Euro 941011)
armwaru.zip	Armored Warriors (USA 941024)
armwaru1.zip	Armored Warriors (USA 940920)
armwrest.zip	Arm Wrestling
as_acp.zip	unknown Astra 'ACP' (Astra, V403)
as_bbr.zip	Bullion Bars (Astra, V101)
as_bbra.zip	Bullion Bars (Astra, V102,alt)
as_bbrb.zip	Bullion Bars (Astra, V201)
